EVENT,BOUT,URL,EVENT_NUMBER,MAIN_FIGHTER_1,MAIN_FIGHTER_2
UFC Fight Night: Hermansson vs. Strickland,Chidi Njokuani vs. Marc-Andre Barriault,http://ufcstats.com/fight-details/f9ab966e63968c15,,Chidi Njokuani,Marc-Andre Barriault
UFC Fight Night: Hermansson vs. Strickland,Alexis Davis vs. Julija Stoliarenko,http://ufcstats.com/fight-details/673ed36fa5c12d5f,,Alexis Davis,Julija Stoliarenko
UFC Fight Night: Hermansson vs. Strickland,Jailton Almeida vs. Danilo Marques,http://ufcstats.com/fight-details/e82f15afac3dac93,,Jailton Almeida,Danilo Marques
UFC Fight Night: Hermansson vs. Strickland,Phil Rowe vs. Jason Witt,http://ufcstats.com/fight-details/342779192b116314,,Phil Rowe,Jason Witt
UFC Fight Night: Hermansson vs. Strickland,Malcolm Gordon vs. Denys Bondar,http://ufcstats.com/fight-details/1765fc442ea03873,,Malcolm Gordon,Denys Bondar
UFC 270: Ngannou vs. Gane,Francis Ngannou vs. Ciryl Gane,http://ufcstats.com/fight-details/e786542667fdecf0,270,Francis Ngannou,Ciryl Gane
UFC 270: Ngannou vs. Gane,Deiveson Figueiredo vs. Brandon Moreno,http://ufcstats.com/fight-details/cddd3d4febe097f8,270,Deiveson Figueiredo,Brandon Moreno
UFC 270: Ngannou vs. Gane,Michel Pereira vs. Andre Fialho,http://ufcstats.com/fight-details/5ba543efdce072f5,270,Michel Pereira,Andre Fialho
UFC 270: Ngannou vs. Gane,Said Nurmagomedov vs. Cody Stamann,http://ufcstats.com/fight-details/80f65ee9b6f8d63b,270,Said Nurmagomedov,Cody Stamann
UFC 270: Ngannou vs. Gane,Michael Morales vs. Trevin Giles,http://ufcstats.com/fight-details/453283e947919ff7,270,Michael Morales,Trevin Giles
UFC 270: Ngannou vs. Gane,Victor Henry vs. Raoni Barcelos,http://ufcstats.com/fight-details/44a55ba1de2b30e2,270,Victor Henry,Raoni Barcelos
UFC 270: Ngannou vs. Gane,Jack Della Maddalena vs. Pete Rodriguez,http://ufcstats.com/fight-details/0669231ebe3dd560,270,Jack Della Maddalena,Pete Rodriguez
UFC 270: Ngannou vs. Gane,Tony Gravely vs. Saimon Oliveira,http://ufcstats.com/fight-details/9687021e5c4d092a,270,Tony Gravely,Saimon Oliveira
UFC 270: Ngannou vs. Gane,Matt Frevola vs. Genaro Valdez,http://ufcstats.com/fight-details/5da7168ac2ff0e1d,270,Matt Frevola,Genaro Valdez
UFC 270: Ngannou vs. Gane,Vanessa Demopoulos vs. Silvana Gomez Juarez,http://ufcstats.com/fight-details/4047c2e259529179,270,Vanessa Demopoulos,Silvana Gomez Juarez
UFC 270: Ngannou vs. Gane,Jasmine Jasudavicius vs. Kay Hansen,http://ufcstats.com/fight-details/0a0beb5aa9810de4,270,Jasmine Jasudavicius,Kay Hansen
UFC Fight Night: Kattar vs. Chikadze,Calvin Kattar vs. Giga Chikadze,http://ufcstats.com/fight-details/9dfcf675cf2c1575,,Calvin Kattar,Giga Chikadze
UFC Fight Night: Kattar vs. Chikadze,Jake Collier vs. Chase Sherman,http://ufcstats.com/fight-details/3bcbb0e039f4f5d8,,Jake Collier,Chase Sherman
UFC Fight Night: Kattar vs. Chikadze,Brandon Royval vs. Rogerio Bontorin,http://ufcstats.com/fight-details/8d89f3b8798f444d,,Brandon Royval,Rogerio Bontorin
UFC Fight Night: Kattar vs. Chikadze,Katlyn Chookagian vs. Jennifer Maia,http://ufcstats.com/fight-details/f9a4e625dffc30d4,,Katlyn Chookagian,Jennifer Maia
UFC Fight Night: Kattar vs. Chikadze,Viacheslav Borshchev vs. Dakota Bush,http://ufcstats.com/fight-details/b5b5156c713c5d47,,Viacheslav Borshchev,Dakota Bush
UFC Fight Night: Kattar vs. Chikadze,Bill Algeo vs. Joanderson Brito,http://ufcstats.com/fight-details/8693027377658e61,,Bill Algeo,Joanderson Brito
UFC Fight Night: Kattar vs. Chikadze,Jamie Pickett vs. Joseph Holmes,http://ufcstats.com/fight-details/e8517ed0b49abc37,,Jamie Pickett,Joseph Holmes
UFC Fight Night: Kattar vs. Chikadze,Court McGee vs. Ramiz Brahimaj,http://ufcstats.com/fight-details/3738135e4c9d8273,,Court McGee,Ramiz Brahimaj
UFC Fight Night: Kattar vs. Chikadze,Brian Kelleher vs. Kevin Croom,http://ufcstats.com/fight-details/7c2a02b5ea169b54,,Brian Kelleher,Kevin Croom
UFC Fight Night: Kattar vs. Chikadze,TJ Brown vs. Charles Rosa,http://ufcstats.com/fight-details/3a8c0158d910546d,,TJ Brown,Charles Rosa
UFC Fight Night: Lewis vs. Daukaus,Derrick Lewis vs. Chris Daukaus,http://ufcstats.com/fight-details/4b7ec02b39fc6f70,,Derrick Lewis,Chris Daukaus
UFC Fight Night: Lewis vs. Daukaus,Belal Muhammad vs. Stephen Thompson,http://ufcstats.com/fight-details/8b3b38167060b1d7,,Belal Muhammad,Stephen Thompson
UFC Fight Night: Lewis vs. Daukaus,Amanda Lemos vs. Angela Hill,http://ufcstats.com/fight-details/2e200563dd7c4922,,Amanda Lemos,Angela Hill
UFC Fight Night: Lewis vs. Daukaus,Ricky Simon vs. Raphael Assuncao,http://ufcstats.com/fight-details/a43dcd04788d95c7,,Ricky Simon,Raphael Assuncao
UFC Fight Night: Lewis vs. Daukaus,Mateusz Gamrot vs. Diego Ferreira,http://ufcstats.com/fight-details/730f14ccff80f3b0,,Mateusz Gamrot,Diego Ferreira
UFC Fight Night: Lewis vs. Daukaus,Cub Swanson vs. Darren Elkins,http://ufcstats.com/fight-details/2a5484a6d5e7a2da,,Cub Swanson,Darren Elkins
UFC Fight Night: Lewis vs. Daukaus,Gerald Meerschaert vs. Dustin Stoltzfus,http://ufcstats.com/fight-details/bdaca0a96d44438a,,Gerald Meerschaert,Dustin Stoltzfus
UFC Fight Night: Lewis vs. Daukaus,Justin Tafa vs. Harry Hunsucker,http://ufcstats.com/fight-details/fc0927c657c51622,,Justin Tafa,Harry Hunsucker
UFC Fight Night: Lewis vs. Daukaus,Melissa Gatto vs. Sijara Eubanks,http://ufcstats.com/fight-details/dd552b389152636a,,Melissa Gatto,Sijara Eubanks
UFC Fight Night: Lewis vs. Daukaus,Charles Jourdain vs. Andre Ewell,http://ufcstats.com/fight-details/b4f88d65b47c2a39,,Charles Jourdain,Andre Ewell
UFC Fight Night: Lewis vs. Daukaus,Raquel Pennington vs. Macy Chiasson,http://ufcstats.com/fight-details/85d9a516c3c6c205,,Raquel Pennington,Macy Chiasson
UFC Fight Night: Lewis vs. Daukaus,Don'Tale Mayes vs. Josh Parisian,http://ufcstats.com/fight-details/a760d0f5de2e1aaa,,Don'Tale Mayes,Josh Parisian
UFC Fight Night: Lewis vs. Daukaus,Jordan Leavitt vs. Matt Sayles,http://ufcstats.com/fight-details/ea76a3af8c5ecc55,,Jordan Leavitt,Matt Sayles
UFC 269: Oliveira vs. Poirier,Charles Oliveira vs. Dustin Poirier,http://ufcstats.com/fight-details/b22eab3aa1522f40,269,Charles Oliveira,Dustin Poirier
UFC 269: Oliveira vs. Poirier,Julianna Pena vs. Amanda Nunes,http://ufcstats.com/fight-details/0b633295d9e017a3,269,Julianna Pena,Amanda Nunes
UFC 269: Oliveira vs. Poirier,Geoff Neal vs. Santiago Ponzinibbio,http://ufcstats.com/fight-details/2d0d13dfc6c37ba8,269,Geoff Neal,Santiago Ponzinibbio
UFC 269: Oliveira vs. Poirier,Kai Kara-France vs. Cody Garbrandt,http://ufcstats.com/fight-details/795aa42785a46643,269,Kai Kara-France,Cody Garbrandt
UFC 269: Oliveira vs. Poirier,Sean O'Malley vs. Raulian Paiva,http://ufcstats.com/fight-details/8c01b7dccc4d0926,269,Sean O'Malley,Raulian Paiva
UFC 269: Oliveira vs. Poirier,Josh Emmett vs. Dan Ige,http://ufcstats.com/fight-details/6537a32e7af905b0,269,Josh Emmett,Dan Ige
UFC 269: Oliveira vs. Poirier,Dominick Cruz vs. Pedro Munhoz,http://ufcstats.com/fight-details/abb8c6c0a057184e,269,Dominick Cruz,Pedro Munhoz
UFC 269: Oliveira vs. Poirier,Tai Tuivasa vs. Augusto Sakai,http://ufcstats.com/fight-details/50f2539c73b98eec,269,Tai Tuivasa,Augusto Sakai
UFC 269: Oliveira vs. Poirier,Bruno Silva vs. Jordan Wright,http://ufcstats.com/fight-details/9039762cb9f4abdb,269,Bruno Silva,Jordan Wright
UFC 269: Oliveira vs. Poirier,Andre Muniz vs. Eryk Anders,http://ufcstats.com/fight-details/16243b1470887cb6,269,Andre Muniz,Eryk Anders
UFC 269: Oliveira vs. Poirier,Erin Blanchfield vs. Miranda Maverick,http://ufcstats.com/fight-details/fc2a30bfb760bdf8,269,Erin Blanchfield,Miranda Maverick
UFC 269: Oliveira vs. Poirier,Ryan Hall vs. Darrick Minner,http://ufcstats.com/fight-details/537a5aa4c248830e,269,Ryan Hall,Darrick Minner
UFC 269: Oliveira vs. Poirier,Tony Kelley vs. Randy Costa,http://ufcstats.com/fight-details/8bcdcfb0f93f1409,269,Tony Kelley,Randy Costa
UFC 269: Oliveira vs. Poirier,Gillian Robertson vs. Priscila Cachoeira,http://ufcstats.com/fight-details/505397f405e40206,269,Gillian Robertson,Priscila Cachoeira
UFC Fight Night: Font vs. Aldo,Jose Aldo vs. Rob Font,http://ufcstats.com/fight-details/3109d1151f149aaf,,Jose Aldo,Rob Font
UFC Fight Night: Font vs. Aldo,Rafael Fiziev vs. Brad Riddell,http://ufcstats.com/fight-details/a38648a1c190f9be,,Rafael Fiziev,Brad Riddell
UFC Fight Night: Font vs. Aldo,Jamahal Hill vs. Jimmy Crute,http://ufcstats.com/fight-details/b3847772199e2639,,Jamahal Hill,Jimmy Crute
UFC Fight Night: Font vs. Aldo,Clay Guida vs. Leonardo Santos,http://ufcstats.com/fight-details/5d64044b985004e7,,Clay Guida,Leonardo Santos
UFC Fight Night: Font vs. Aldo,Chris Curtis vs. Brendan Allen,http://ufcstats.com/fight-details/9e5bbbacf1d92cb4,,Chris Curtis,Brendan Allen
UFC Fight Night: Font vs. Aldo,Alex Morono vs. Mickey Gall,http://ufcstats.com/fight-details/657b7da9c89352fe,,Alex Morono,Mickey Gall
UFC Fight Night: Font vs. Aldo,Dusko Todorovic vs. Maki Pitolo,http://ufcstats.com/fight-details/723a8a8c82cab1c8,,Dusko Todorovic,Maki Pitolo
UFC Fight Night: Font vs. Aldo,Manel Kape vs. Zhalgas Zhumagulov,http://ufcstats.com/fight-details/376dddfa82debbf4,,Manel Kape,Zhalgas Zhumagulov
UFC Fight Night: Font vs. Aldo,Bryan Barberena vs. Darian Weeks,http://ufcstats.com/fight-details/405bded9cc7a7c15,,Bryan Barberena,Darian Weeks
UFC Fight Night: Font vs. Aldo,Cheyanne Vlismas vs. Mallory Martin,http://ufcstats.com/fight-details/3fc8afbb23b9ac16,,Cheyanne Vlismas,Mallory Martin
UFC Fight Night: Font vs. Aldo,William Knight vs. Alonzo Menifield,http://ufcstats.com/fight-details/42b28adbed6966b7,,William Knight,Alonzo Menifield
UFC Fight Night: Font vs. Aldo,Claudio Puelles vs. Chris Gruetzemacher,http://ufcstats.com/fight-details/c74b03337a8441ed,,Claudio Puelles,Chris Gruetzemacher
UFC Fight Night: Font vs. Aldo,Vince Morales vs. Louis Smolka,http://ufcstats.com/fight-details/1ce1a43ef68ffc7d,,Vince Morales,Louis Smolka
UFC Fight Night: Vieira vs. Tate,Ketlen Vieira vs. Miesha Tate,http://ufcstats.com/fight-details/18f19b1422e8154b,,Ketlen Vieira,Miesha Tate
UFC Fight Night: Vieira vs. Tate,Sean Brady vs. Michael Chiesa,http://ufcstats.com/fight-details/50bf4bb2f8d9aba4,,Sean Brady,Michael Chiesa
UFC Fight Night: Vieira vs. Tate,Taila Santos vs. Joanne Wood,http://ufcstats.com/fight-details/bb15c0a2911043bd,,Taila Santos,Joanne Wood
UFC Fight Night: Vieira vs. Tate,Rani Yahya vs. Kyung Ho Kang,http://ufcstats.com/fight-details/1cd8f5a107f64e39,,Rani Yahya,Kyung Ho Kang
UFC Fight Night: Vieira vs. Tate,Adrian Yanez vs. Davey Grant,http://ufcstats.com/fight-details/9b9ef12603e820ec,,Adrian Yanez,Davey Grant
UFC Fight Night: Vieira vs. Tate,Pat Sabatini vs. Tucker Lutz,http://ufcstats.com/fight-details/f592f168f3b8b807,,Pat Sabatini,Tucker Lutz
UFC Fight Night: Vieira vs. Tate,Rafa Garcia vs. Natan Levy,http://ufcstats.com/fight-details/fd60e75303622e5e,,Rafa Garcia,Natan Levy
UFC Fight Night: Vieira vs. Tate,Loopy Godinez vs. Loma Lookboonmee,http://ufcstats.com/fight-details/450534f9fb9b13cd,,Loopy Godinez,Loma Lookboonmee
UFC Fight Night: Vieira vs. Tate,Cody Durden vs. Aoriqileng,http://ufcstats.com/fight-details/84c68c4c387d2e32,,Cody Durden,Aoriqileng
UFC Fight Night: Vieira vs. Tate,Shayilan Nuerdanbieke vs. Sean Soriano,http://ufcstats.com/fight-details/1ff89e2a9cc2f2d2,,Shayilan Nuerdanbieke,Sean Soriano
UFC Fight Night: Vieira vs. Tate,Luana Pinheiro vs. Sam Hughes,http://ufcstats.com/fight-details/8dd086e2e70144fd,,Luana Pinheiro,Sam Hughes
UFC Fight Night: Holloway vs. Rodriguez,Max Holloway vs. Yair Rodriguez,http://ufcstats.com/fight-details/147e984aa34e3028,,Max Holloway,Yair Rodriguez
UFC Fight Night: Holloway vs. Rodriguez,Marcos Rogerio de Lima vs. Ben Rothwell,http://ufcstats.com/fight-details/1013cdbb6c9a4a2e,,Marcos Rogerio de Lima,Ben Rothwell
UFC Fight Night: Holloway vs. Rodriguez,Felicia Spencer vs. Leah Letson,http://ufcstats.com/fight-details/e6ce8360ef43891c,,Felicia Spencer,Leah Letson
UFC Fight Night: Holloway vs. Rodriguez,Khaos Williams vs. Miguel Baeza,http://ufcstats.com/fight-details/8636b67096df4b27,,Khaos Williams,Miguel Baeza
UFC Fight Night: Holloway vs. Rodriguez,Song Yadong vs. Julio Arce,http://ufcstats.com/fight-details/73c97d5c314f1270,,Song Yadong,Julio Arce
UFC Fight Night: Holloway vs. Rodriguez,Joel Alvarez vs. Thiago Moises,http://ufcstats.com/fight-details/0273dbd5dedbdbe0,,Joel Alvarez,Thiago Moises
UFC Fight Night: Holloway vs. Rodriguez,Andrea Lee vs. Cynthia Calvillo,http://ufcstats.com/fight-details/c0518d213b67e754,,Andrea Lee,Cynthia Calvillo
UFC Fight Night: Holloway vs. Rodriguez,Sean Woodson vs. Collin Anglin,http://ufcstats.com/fight-details/a27a355f52883f3e,,Sean Woodson,Collin Anglin
UFC Fight Night: Holloway vs. Rodriguez,Cortney Casey vs. Liana Jojua,http://ufcstats.com/fight-details/66eee2320e900a8a,,Cortney Casey,Liana Jojua
UFC Fight Night: Holloway vs. Rodriguez,Rafael Alves vs. Marc Diakiese,http://ufcstats.com/fight-details/2c21abbc28e3876a,,Rafael Alves,Marc Diakiese
UFC Fight Night: Holloway vs. Rodriguez,Da-Un Jung vs. Kennedy Nzechukwu,http://ufcstats.com/fight-details/81bb4d9b214adf4b,,Da-Un Jung,Kennedy Nzechukwu
UFC 268: Usman vs. Covington 2,Kamaru Usman vs. Colby Covington,http://ufcstats.com/fight-details/31b3ae9352d9389b,268,Kamaru Usman,Colby Covington
UFC 268: Usman vs. Covington 2,Rose Namajunas vs. Zhang Weili,http://ufcstats.com/fight-details/19722043e7eb4e39,268,Rose Namajunas,Zhang Weili
UFC 268: Usman vs. Covington 2,Marlon Vera vs. Frankie Edgar,http://ufcstats.com/fight-details/c634ed84212723ca,268,Marlon Vera,Frankie Edgar
UFC 268: Usman vs. Covington 2,Shane Burgos vs. Billy Quarantillo,http://ufcstats.com/fight-details/a260238fdb9c47cf,268,Shane Burgos,Billy Quarantillo
UFC 268: Usman vs. Covington 2,Justin Gaethje vs. Michael Chandler,http://ufcstats.com/fight-details/999a0fad4c82148d,268,Justin Gaethje,Michael Chandler
UFC 268: Usman vs. Covington 2,Alex Pereira vs. Andreas Michailidis,http://ufcstats.com/fight-details/385101e8ad828c39,268,Alex Pereira,Andreas Michailidis
UFC 268: Usman vs. Covington 2,Bobby Green vs. Al Iaquinta,http://ufcstats.com/fight-details/d69e3677060af4c7,268,Bobby Green,Al Iaquinta
UFC 268: Usman vs. Covington 2,Chris Curtis vs. Phil Hawes,http://ufcstats.com/fight-details/fa3b28ff3585b4a0,268,Chris Curtis,Phil Hawes
UFC 268: Usman vs. Covington 2,Nassourdine Imavov vs. Edmen Shahbazyan,http://ufcstats.com/fight-details/095a351dd6f09f7e,268,Nassourdine Imavov,Edmen Shahbazyan
UFC 268: Usman vs. Covington 2,Ian Garry vs. Jordan Williams,http://ufcstats.com/fight-details/733dcfec0cc9b439,268,Ian Garry,Jordan Williams
UFC 268: Usman vs. Covington 2,Chris Barnett vs. Gian Villante,http://ufcstats.com/fight-details/e25875165648162b,268,Chris Barnett,Gian Villante
UFC 268: Usman vs. Covington 2,Dustin Jacoby vs. John Allan,http://ufcstats.com/fight-details/88cc78d2d5d6bcaa,268,Dustin Jacoby,John Allan
UFC 268: Usman vs. Covington 2,Melsik Baghdasaryan vs. Bruno Souza,http://ufcstats.com/fight-details/73d541adc2909dc8,268,Melsik Baghdasaryan,Bruno Souza
UFC 268: Usman vs. Covington 2,Ode Osbourne vs. CJ Vergara,http://ufcstats.com/fight-details/8081cb92f71401c6,268,Ode Osbourne,CJ Vergara
UFC 267: Blachowicz vs. Teixeira,Glover Teixeira vs. Jan Blachowicz,http://ufcstats.com/fight-details/919fb76d2f3e5827,267,Glover Teixeira,Jan Blachowicz
UFC 267: Blachowicz vs. Teixeira,Petr Yan vs. Cory Sandhagen,http://ufcstats.com/fight-details/18edff5447989b3f,267,Petr Yan,Cory Sandhagen
UFC 267: Blachowicz vs. Teixeira,Islam Makhachev vs. Dan Hooker,http://ufcstats.com/fight-details/5ad4c0eae7512878,267,Islam Makhachev,Dan Hooker
UFC 267: Blachowicz vs. Teixeira,Alexander Volkov vs. Marcin Tybura,http://ufcstats.com/fight-details/13e3e41e0c6f4e04,267,Alexander Volkov,Marcin Tybura
UFC 267: Blachowicz vs. Teixeira,Khamzat Chimaev vs. Li Jingliang,http://ufcstats.com/fight-details/987cdcbc809e210d,267,Khamzat Chimaev,Li Jingliang
UFC 267: Blachowicz vs. Teixeira,Magomed Ankalaev vs. Volkan Oezdemir,http://ufcstats.com/fight-details/58b19ba734fe93a3,267,Magomed Ankalaev,Volkan Oezdemir
UFC 267: Blachowicz vs. Teixeira,Amanda Ribas vs. Virna Jandiroba,http://ufcstats.com/fight-details/d84968d7e9fcb4f3,267,Amanda Ribas,Virna Jandiroba
UFC 267: Blachowicz vs. Teixeira,Zubaira Tukhugov vs. Ricardo Ramos,http://ufcstats.com/fight-details/41cdfea7df63003f,267,Zubaira Tukhugov,Ricardo Ramos
UFC 267: Blachowicz vs. Teixeira,Albert Duraev vs. Roman Kopylov,http://ufcstats.com/fight-details/768c86e307295944,267,Albert Duraev,Roman Kopylov
UFC 267: Blachowicz vs. Teixeira,Elizeu Zaleski dos Santos vs. Benoit Saint Denis,http://ufcstats.com/fight-details/efc6af0151f72b87,267,Elizeu Zaleski dos Santos,Benoit Saint Denis
UFC 267: Blachowicz vs. Teixeira,Michal Oleksiejczuk vs. Shamil Gamzatov,http://ufcstats.com/fight-details/92c49cb075f612d7,267,Michal Oleksiejczuk,Shamil Gamzatov
UFC 267: Blachowicz vs. Teixeira,Lerone Murphy vs. Makwan Amirkhani,http://ufcstats.com/fight-details/156f2425a937b22f,267,Lerone Murphy,Makwan Amirkhani
UFC 267: Blachowicz vs. Teixeira,Andre Petroski vs. Hu Yaozong,http://ufcstats.com/fight-details/4a5e5232346993c7,267,Andre Petroski,Hu Yaozong
UFC 267: Blachowicz vs. Teixeira,Tagir Ulanbekov vs. Allan Nascimento,http://ufcstats.com/fight-details/6163c18411aca830,267,Tagir Ulanbekov,Allan Nascimento
UFC Fight Night: Costa vs. Vettori,Marvin Vettori vs. Paulo Costa,http://ufcstats.com/fight-details/860be3cc82895177,,Marvin Vettori,Paulo Costa
UFC Fight Night: Costa vs. Vettori,Grant Dawson vs. Ricky Glenn,http://ufcstats.com/fight-details/9fe62ea683decc55,,Grant Dawson,Ricky Glenn
UFC Fight Night: Costa vs. Vettori,Jessica-Rose Clark vs. Joselyne Edwards,http://ufcstats.com/fight-details/69167b996ce7a7e4,,Jessica-Rose Clark,Joselyne Edwards
UFC Fight Night: Costa vs. Vettori,Alex Caceres vs. SeungWoo Choi,http://ufcstats.com/fight-details/98842f17dfe4b4ef,,Alex Caceres,SeungWoo Choi
UFC Fight Night: Costa vs. Vettori,Francisco Trinaldo vs. Dwight Grant,http://ufcstats.com/fight-details/587d373f18f6c8c0,,Francisco Trinaldo,Dwight Grant
UFC Fight Night: Costa vs. Vettori,Nicolae Negumereanu vs. Ike Villanueva,http://ufcstats.com/fight-details/e078d18fa9ed100d,,Nicolae Negumereanu,Ike Villanueva
UFC Fight Night: Costa vs. Vettori,Gregory Rodrigues vs. Junyong Park,http://ufcstats.com/fight-details/88256dd5a9aef1cc,,Gregory Rodrigues,Junyong Park
UFC Fight Night: Costa vs. Vettori,Mason Jones vs. David Onama,http://ufcstats.com/fight-details/d44d735e5079bfb8,,Mason Jones,David Onama
UFC Fight Night: Costa vs. Vettori,Tabatha Ricci vs. Maria Oliveira,http://ufcstats.com/fight-details/1fe58cdab57d233b,,Tabatha Ricci,Maria Oliveira
UFC Fight Night: Costa vs. Vettori,Jamie Pickett vs. Laureano Staropoli,http://ufcstats.com/fight-details/85f920746c58d0a6,,Jamie Pickett,Laureano Staropoli
UFC Fight Night: Costa vs. Vettori,Jai Herbert vs. Khama Worthy,http://ufcstats.com/fight-details/6d7eecf4acecda2a,,Jai Herbert,Khama Worthy
UFC Fight Night: Costa vs. Vettori,Jeff Molina vs. Daniel Da Silva,http://ufcstats.com/fight-details/acec5f4c6fee1ae2,,Jeff Molina,Daniel Da Silva
UFC Fight Night: Costa vs. Vettori,Randa Markos vs. Livinha Souza,http://ufcstats.com/fight-details/61d9eff5fa4c8578,,Randa Markos,Livinha Souza
UFC Fight Night: Costa vs. Vettori,Jonathan Martinez vs. Zviad Lazishvili,http://ufcstats.com/fight-details/7151ae256e6c181b,,Jonathan Martinez,Zviad Lazishvili
UFC Fight Night: Ladd vs. Dumont,Norma Dumont vs. Aspen Ladd,http://ufcstats.com/fight-details/330e67abac6e5ce7,,Norma Dumont,Aspen Ladd
UFC Fight Night: Ladd vs. Dumont,Andrei Arlovski vs. Carlos Felipe,http://ufcstats.com/fight-details/188b63ec6ee1c1c9,,Andrei Arlovski,Carlos Felipe
UFC Fight Night: Ladd vs. Dumont,Jim Miller vs. Erick Gonzalez,http://ufcstats.com/fight-details/d9ca00b3c62a874d,,Jim Miller,Erick Gonzalez
UFC Fight Night: Ladd vs. Dumont,Manon Fiorot vs. Mayra Bueno Silva,http://ufcstats.com/fight-details/b193e2317b21125c,,Manon Fiorot,Mayra Bueno Silva
UFC Fight Night: Ladd vs. Dumont,Nate Landwehr vs. Ludovit Klein,http://ufcstats.com/fight-details/a2e1116a9fe84aa9,,Nate Landwehr,Ludovit Klein
UFC Fight Night: Ladd vs. Dumont,Bruno Silva vs. Andrew Sanchez,http://ufcstats.com/fight-details/fefa96b6d939ffea,,Bruno Silva,Andrew Sanchez
UFC Fight Night: Ladd vs. Dumont,Danny Roberts vs. Ramazan Emeev,http://ufcstats.com/fight-details/e3881a6895be3e9e,,Danny Roberts,Ramazan Emeev
UFC Fight Night: Ladd vs. Dumont,Luana Carolina vs. Loopy Godinez,http://ufcstats.com/fight-details/be8bee783d22bee2,,Luana Carolina,Loopy Godinez
UFC Fight Night: Ladd vs. Dumont,Danaa Batgerel vs. Brandon Davis,http://ufcstats.com/fight-details/cf020c71f1dbfa0b,,Danaa Batgerel,Brandon Davis
UFC Fight Night: Ladd vs. Dumont,Ariane Carnelossi vs. Istela Nunes,http://ufcstats.com/fight-details/814d481e79e9a525,,Ariane Carnelossi,Istela Nunes
UFC Fight Night: Dern vs. Rodriguez,Marina Rodriguez vs. Mackenzie Dern,http://ufcstats.com/fight-details/149d6b90f33634a4,,Marina Rodriguez,Mackenzie Dern
UFC Fight Night: Dern vs. Rodriguez,Randy Brown vs. Jared Gooden,http://ufcstats.com/fight-details/d5ffdb5388ffabc6,,Randy Brown,Jared Gooden
UFC Fight Night: Dern vs. Rodriguez,Matheus Nicolau vs. Tim Elliott,http://ufcstats.com/fight-details/20f19439e9b100b0,,Matheus Nicolau,Tim Elliott
UFC Fight Night: Dern vs. Rodriguez,Mariya Agapova vs. Sabina Mazo,http://ufcstats.com/fight-details/38957d8eb185391c,,Mariya Agapova,Sabina Mazo
UFC Fight Night: Dern vs. Rodriguez,Chris Gutierrez vs. Felipe Colares,http://ufcstats.com/fight-details/6101249c2cdd1493,,Chris Gutierrez,Felipe Colares
UFC Fight Night: Dern vs. Rodriguez,Alexandr Romanov vs. Jared Vanderaa,http://ufcstats.com/fight-details/777c65184aa63894,,Alexandr Romanov,Jared Vanderaa
UFC Fight Night: Dern vs. Rodriguez,Damon Jackson vs. Charles Rosa,http://ufcstats.com/fight-details/df16b9c2fc9722e9,,Damon Jackson,Charles Rosa
UFC Fight Night: Dern vs. Rodriguez,Loopy Godinez vs. Silvana Gomez Juarez,http://ufcstats.com/fight-details/f526892a27b50576,,Loopy Godinez,Silvana Gomez Juarez
UFC Fight Night: Dern vs. Rodriguez,Steve Garcia vs. Charlie Ontiveros,http://ufcstats.com/fight-details/ddb927b0dfcfac2a,,Steve Garcia,Charlie Ontiveros
UFC Fight Night: Santos vs. Walker,Thiago Santos vs. Johnny Walker,http://ufcstats.com/fight-details/37c484012ef24a5b,,Thiago Santos,Johnny Walker
UFC Fight Night: Santos vs. Walker,Kevin Holland vs. Kyle Daukaus,http://ufcstats.com/fight-details/ce151e053721fe69,,Kevin Holland,Kyle Daukaus
UFC Fight Night: Santos vs. Walker,Niko Price vs. Alex Oliveira,http://ufcstats.com/fight-details/9c33c8d4a381ba70,,Niko Price,Alex Oliveira
UFC Fight Night: Santos vs. Walker,Krzysztof Jotko vs. Misha Cirkunov,http://ufcstats.com/fight-details/dba710edbc3c29ff,,Krzysztof Jotko,Misha Cirkunov
UFC Fight Night: Santos vs. Walker,Alexander Hernandez vs. Mike Breeden,http://ufcstats.com/fight-details/a00b4e82f9d4f92c,,Alexander Hernandez,Mike Breeden
UFC Fight Night: Santos vs. Walker,Jared Gordon vs. Joe Solecki,http://ufcstats.com/fight-details/3b7eb8e56052a2af,,Jared Gordon,Joe Solecki
UFC Fight Night: Santos vs. Walker,Casey O'Neill vs. Antonina Shevchenko,http://ufcstats.com/fight-details/6832e9e62da0f9d3,,Casey O'Neill,Antonina Shevchenko
UFC Fight Night: Santos vs. Walker,Karol Rosa vs. Bethe Correia,http://ufcstats.com/fight-details/16d31775a8dcb31d,,Karol Rosa,Bethe Correia
UFC Fight Night: Santos vs. Walker,Jamie Mullarkey vs. Devonte Smith,http://ufcstats.com/fight-details/dfa2f5c821a52c63,,Jamie Mullarkey,Devonte Smith
UFC Fight Night: Santos vs. Walker,Douglas Silva de Andrade vs. Gaetano Pirrello,http://ufcstats.com/fight-details/5f444eac11e55161,,Douglas Silva de Andrade,Gaetano Pirrello
UFC Fight Night: Santos vs. Walker,Stephanie Egger vs. Shanna Young,http://ufcstats.com/fight-details/c1e5859053263811,,Stephanie Egger,Shanna Young
UFC Fight Night: Santos vs. Walker,Alejandro Perez vs. Johnny Eduardo,http://ufcstats.com/fight-details/e7423a91a253b416,,Alejandro Perez,Johnny Eduardo
